Head_id,Link,Dep_id,Sentence_no,Partition
T3,Argument-Arg,T7,302,0
T8,Argument-Arg,T24,304,0
T8,Argument-Arg,T27,304,0
T25,Argument-Arg,T37,305,0
T25,Argument-Arg,T34,305,0
T44,Argument-Arg,T194,306,0
T44,Argument-Arg,T191,306,0
T45,Argument-Arg,T191,306,0
T55,Argument-Arg,T67,309,0
T55,Argument-Arg,T68,309,0
T55,Post_Clause-Arg,T74,309,0
T66,Argument-Arg,T67,309,0
T66,Argument-Arg,T68,309,0
T69,Argument-Arg,T72,309,0
T69,Argument-Arg,T71,309,0
T69,Argument-Arg,T70,309,0
T73,And_Or_Arg,T136,313,0
T73,And_Or_Arg,T135,313,0
T151,Argument-Arg,T153,318,0
T151,Argument-Arg,T100,318,0
T157,Argument-Arg,T100,318,0
T157,Argument-Arg,T134,318,0
T134,Argument-Arg,T153,318,0
T159,And_Or_Arg,T162,319,0
T159,And_Or_Arg,T163,319,0
T159,Post_Clause-Arg,T172,319,0
T162,Argument-Arg,T165,319,0
T163,Argument-Arg,T165,319,0
T165,Argument-Arg,T170,319,0
T172,Argument-Arg,T188,319,0
T193,Argument-Arg,T212,320,0
T193,Argument-Arg,T225,320,0
T193,Argument-Arg,T192,320,0
T212,Argument-Arg,T226,320,0
T225,Argument-Arg,T226,320,0
T228,Argument-Arg,T227,324,0
T228,Argument-Arg,T229,324,0
T228,Post_Clause-Arg,T230,324,0
T230,Argument-Arg,T231,324,0
T230,Retrn_val-Arg,T232,324,0
T1,Argument-Arg,T2,327,4
T1,Argument-Arg,T4,327,4
T6,Argument-Arg,T7,327,4
T6,Argument-Arg,T1,327,4
T6,Argument-Arg,T5,327,4
T9,Argument-Arg,T10,328,4
T9,Argument-Arg,T8,328,4
T13,Argument-Arg,T14,329,4
T13,Argument-Arg,T3,329,4
T15,Argument-Arg,T16,330,4
T15,Post_Clause-Arg,T18,330,4
T18,Argument-Arg,T20,330,4
T22,Pre_Clause-Arg,T24,332,4
T24,Post_Clause-Arg,T25,332,4
T24,Argument-Arg,T23,332,4
T25,Retrn_val-Arg,T26,332,4
T27,Argument-Arg,T28,331,4
T27,Post_Clause-Arg,T32,331,4
T32,Argument-Arg,T29,331,4
T32,Argument-Arg,T30,331,4
T32,Argument-Arg,T31,331,4
T33,Pre_Clause-Arg,T35,335,4
T35,Argument-Arg,T36,335,4
T35,Post_Clause-Arg,T37,335,4
T37,Argument-Arg,T38,335,4
T39,Pre_Clause-Arg,T41,336,4
T41,Argument-Arg,T42,336,4
T41,Post_Clause-Arg,T43,336,4
T43,Argument-Arg,T44,336,4
T45,Pre_Clause-Arg,T46,337,4
T46,Argument-Arg,T47,337,4
T46,Argument-Arg,T48,337,4
T46,Post_Clause-Arg,T50,337,4
T48,Argument-Arg,T49,337,4
T50,Argument-Arg,T51,337,4
T52,Pre_Clause-Arg,T12,339,4
T56,Argument-Arg,T60,339,4
T56,Argument-Arg,T57,339,4
T57,Argument-Arg,T59,339,4
T57,Argument-Arg,T58,339,4
T61,Argument-Arg,T66,338,4
T61,Argument-Arg,T63,338,4
T61,Post_Clause-Arg,T67,338,4
T62,Argument-Arg,T65,338,4
T63,Argument-Arg,T64,338,4
T63,Argument-Arg,T62,338,4
T67,Argument-Arg,T68,338,4
T67,Argument-Arg,T70,338,4
T68,Argument-Arg,T69,338,4
T71,Pre_Clause-Arg,T73,340,4
T73,Argument-Arg,T74,340,4
T73,Post_Clause-Arg,T75,340,4
T75,Argument-Arg,T76,340,4
T75,Argument-Arg,T77,340,4
T75,Argument-Arg,T17,340,4
T77,Argument-Arg,T78,340,4
T80,Argument-Arg,T81,341,4
T80,Argument-Arg,T79,341,4
T82,And_Or_Arg,T83,345,4
T82,Post_Clause-Arg,T92,345,4
T82,And_Or_Arg,T94,345,4
T83,Argument-Arg,T84,345,4
T88,Argument-Arg,T89,345,4
T92,Retrn_val-Arg,T93,345,4
T95,Pre_Clause-Arg,T96,344,4
T96,Argument-Arg,T97,344,4
T96,Post_Clause-Arg,T99,344,4
T99,Retrn_val-Arg,T101,344,4
T102,Pre_Clause-Arg,T103,343,4
T103,Argument-Arg,T104,343,4
T103,Post_Clause-Arg,T55,343,4
T108,Argument-Arg,T109,343,4
T108,Argument-Arg,T104,343,4
T110,Pre_Clause-Arg,T111,342,4
T111,Argument-Arg,T112,342,4
T111,Post_Clause-Arg,T115,342,4
T113,Argument-Arg,T114,342,4
T115,And_Or_Arg,T116,342,4
T115,And_Or_Arg,T113,342,4
T116,Argument-Arg,T54,342,4
T118,Argument-Arg,T119,333,4
T118,Post_Clause-Arg,T120,333,4
T120,Argument-Arg,T121,333,4
T122,Argument-Arg,T123,334,4
T122,Post_Clause-Arg,T124,334,4
T124,Argument-Arg,T127,334,4
T128,Argument-Arg,T130,348,4
T128,Argument-Arg,T131,348,4
T129,Pre_Clause-Arg,T128,348,4
T131,Argument-Arg,T132,348,4
T133,Argument-Arg,T134,346,4
T133,Post_Clause-Arg,T100,346,4
T139,Pre_Clause-Arg,T140,347,4
T140,Post_Clause-Arg,T144,347,4
T141,Argument-Arg,T143,347,4
T144,Argument-Arg,T146,347,4
T144,Argument-Arg,T141,347,4
T147,Pre_Clause-Arg,T149,349,4
T149,Post_Clause-Arg,T152,349,4
T149,Argument-Arg,T145,349,4
T152,Argument-Arg,T154,349,4
T152,Post_Clause-Arg,T156,349,4
T154,Argument-Arg,T155,349,4
T156,Argument-Arg,T126,349,4
T160,Pre_Clause-Arg,T162,350,4
T162,Argument-Arg,T163,350,4
T162,Argument-Arg,T161,350,4
T162,Post_Clause-Arg,T137,350,4
T167,Retrn_val-Arg,T168,350,4
T169,Argument-Arg,T172,351,4
T170,Argument-Arg,T172,351,4
T171,And_Or_Arg,T169,351,4
T171,And_Or_Arg,T170,351,4
T171,Post_Clause-Arg,T173,351,4
T173,Argument-Arg,T174,351,4
T177,Argument-Arg,T176,352,4
T177,Post_Clause-Arg,T180,352,4
T178,Argument-Arg,T179,352,4
T180,Argument-Arg,T178,352,4
T182,Argument-Arg,T183,353,4
T182,Argument-Arg,T184,353,4
T182,Post_Clause-Arg,T185,353,4
T185,Argument-Arg,T186,353,4
T185,Argument-Arg,T188,353,4
T189,Argument-Arg,T192,354,4
T189,Post_Clause-Arg,T194,354,4
T189,Argument-Arg,T191,354,4
T194,Argument-Arg,T193,354,4
T202,Argument-Arg,T203,355,4
T204,Argument-Arg,T205,355,4
T206,Argument-Arg,T204,355,4
T206,Post_Clause-Arg,T202,355,4
T11,Retrn_val-Arg,T127,334,4
T12,Post_Clause-Arg,T56,339,4
T55,Argument-Arg,T106,343,4
T55,Argument-Arg,T105,343,4
T100,Argument-Arg,T136,346,4
T137,Argument-Arg,T167,350,4
T137,Argument-Arg,T135,350,4
T142,Pre_Clause-Arg,T82,345,4
T94,Post_Clause-Arg,T88,345,4
T94,Argument-Arg,T86,345,4
T87,Pre_Clause-Arg,T152,349,4
T145,Argument-Arg,T150,349,4
T2,Post_Clause-Arg,T4,359,0
T2,Argument-Arg,T3,359,0
T2,Argument-Arg,T1,359,0
T4,Argument-Arg,T5,359,0
T7,Argument-Arg,T8,360,0
T7,Argument-Arg,T9,360,0
T9,Retrn_val-Arg,T10,360,0
T9,Argument-Arg,T119,360,0
T11,Pre_Clause-Arg,T13,361,0
T13,Post_Clause-Arg,T15,361,0
T13,Argument-Arg,T12,361,0
T13,Argument-Arg,T14,361,0
T15,Argument-Arg,T16,361,0
T15,Argument-Arg,T17,361,0
T17,Argument-Arg,T18,361,0
T19,Argument-Arg,T20,362,0
T19,Post_Clause-Arg,T22,362,0
T22,Retrn_val-Arg,T23,362,0
T25,Argument-Arg,T24,358,0
T25,Argument-Arg,T26,358,0
T26,Argument-Arg,T28,358,0
T26,Retrn_val-Arg,T27,358,0
T29,Post_Clause-Arg,T31,366,0
T31,Argument-Arg,T30,366,0
T31,Argument-Arg,T32,366,0
T36,Argument-Arg,T39,363,0
T36,Argument-Arg,T41,363,0
T37,And_Or_Arg,T35,363,0
T37,And_Or_Arg,T36,363,0
T42,Argument-Arg,T33,363,0
T42,Argument-Arg,T37,363,0
T43,Argument-Arg,T38,364,0
T43,Argument-Arg,T40,364,0
T53,Argument-Arg,T55,365,0
T56,And_Or_Arg,T58,365,0
T56,And_Or_Arg,T59,365,0
T56,Post_Clause-Arg,T45,365,0
T60,Argument-Arg,T56,365,0
T62,Pre_Clause-Arg,T72,370,0
T70,Argument-Arg,T71,370,0
T72,Post_Clause-Arg,T70,370,0
T72,Argument-Arg,T64,370,0
T72,Argument-Arg,T66,370,0
T75,Argument-Arg,T76,371,0
T75,Argument-Arg,T77,371,0
T75,Retrn_val-Arg,T81,371,0
T78,Argument-Arg,T75,371,0
T78,Argument-Arg,T80,371,0
T82,Post_Clause-Arg,T85,373,0
T85,Argument-Arg,T74,373,0
T86,Argument-Arg,T88,374,0
T86,Argument-Arg,T87,374,0
T89,And_Or_Arg,T90,374,0
T89,And_Or_Arg,T92,374,0
T89,Post_Clause-Arg,T86,374,0
T90,Argument-Arg,T87,374,0
T90,Argument-Arg,T88,374,0
T91,Argument-Arg,T87,374,0
T91,Argument-Arg,T88,374,0
T92,Post_Clause-Arg,T91,374,0
T95,Argument-Arg,T96,375,0
T98,Argument-Arg,T150,376,0
T105,Pre_Clause-Arg,T106,368,0
T106,Argument-Arg,T107,368,0
T106,Post_Clause-Arg,T50,368,0
T113,Post_Clause-Arg,T115,367,0
T113,Argument-Arg,T112,367,0
T113,Argument-Arg,T48,367,0
T115,Argument-Arg,T116,367,0
T115,Argument-Arg,T118,367,0
T124,Argument-Arg,T125,357,0
T128,Argument-Arg,T130,357,0
T128,Argument-Arg,T125,357,0
T128,Post_Clause-Arg,T124,357,0
T130,Argument-Arg,T129,357,0
T130,Argument-Arg,T131,357,0
T132,Argument-Arg,T134,356,0
T132,Argument-Arg,T133,356,0
T132,Post_Clause-Arg,T135,356,0
T135,And_Or_Arg,T136,356,0
T135,And_Or_Arg,T137,356,0
T136,Argument-Arg,T138,356,0
T137,Argument-Arg,T138,356,0
T146,Argument-Arg,T147,372,0
T146,Argument-Arg,T68,372,0
T146,Post_Clause-Arg,T149,372,0
T147,Argument-Arg,T148,372,0
T150,Argument-Arg,T151,376,0
T150,Retrn_val-Arg,T101,376,0
T150,Retrn_val-Arg,T100,376,0
T159,Argument-Arg,T160,377,0
T159,Argument-Arg,T79,377,0
T160,Argument-Arg,T162,377,0
T160,Argument-Arg,T163,377,0
T165,Retrn_val-Arg,T166,378,0
T166,And_Or_Arg,T167,378,0
T166,And_Or_Arg,T84,378,0
T173,Argument-Arg,T174,379,0
T175,Argument-Arg,T173,379,0
T175,Post_Clause-Arg,T172,379,0
T176,Pre_Clause-Arg,T114,384,0
T184,Pre_Clause-Arg,T185,385,0
T185,Post_Clause-Arg,T181,385,0
T185,Argument-Arg,T186,385,0
T185,Argument-Arg,T187,385,0
T195,Argument-Arg,T117,385,0
T195,Argument-Arg,T194,385,0
T180,Argument-Arg,T179,384,0
T180,Argument-Arg,T179,384,0
T180,Argument-Arg,T183,384,0
T181,Argument-Arg,T190,385,0
T181,Argument-Arg,T117,385,0
T188,Post_Clause-Arg,T208,383,0
T188,And_Or_Arg,T110,383,0
T188,And_Or_Arg,T201,383,0
T200,Pre_Clause-Arg,T188,383,0
T201,Argument-Arg,T202,383,0
T201,Argument-Arg,T111,383,0
T208,Argument-Arg,T210,383,0
T212,Argument-Arg,T210,383,0
T215,Argument-Arg,T216,382,0
T215,Argument-Arg,T220,382,0
T220,Argument-Arg,T221,382,0
T220,Argument-Arg,T219,382,0
T222,Argument-Arg,T224,382,0
T225,And_Or_Arg,T229,382,0
T225,And_Or_Arg,T226,382,0
T226,Argument-Arg,T228,382,0
T226,Argument-Arg,T227,382,0
T229,Argument-Arg,T103,382,0
T229,Argument-Arg,T232,382,0
T234,And_Or_Arg,T236,382,0
T234,And_Or_Arg,T235,382,0
T233,Argument-Arg,T234,382,0
T233,Argument-Arg,T232,382,0
T237,And_Or_Arg,T225,382,0
T237,Post_Clause-Arg,T222,382,0
T237,And_Or_Arg,T215,382,0
T238,Argument-Arg,T240,380,0
T241,Argument-Arg,T242,380,0
T241,Argument-Arg,T243,380,0
T241,Post_Clause-Arg,T238,380,0
T242,Argument-Arg,T245,380,0
T242,Argument-Arg,T246,380,0
T243,Argument-Arg,T244,380,0
T243,Argument-Arg,T247,380,0
T255,Argument-Arg,T258,381,0
T257,Argument-Arg,T258,381,0
T139,Argument-Arg,T132,356,0
T5,Argument-Arg,T6,359,0
T5,Retrn_val-Arg,T126,359,0
T38,Retrn_val-Arg,T44,364,0
T40,Retrn_val-Arg,T49,364,0
T45,Argument-Arg,T47,365,0
T45,Post_Clause-Arg,T53,365,0
T46,Argument-Arg,T47,365,0
T50,Retrn_val-Arg,T104,368,0
T61,Argument-Arg,T54,369,0
T73,Argument-Arg,T64,370,0
T73,Argument-Arg,T65,370,0
T73,Argument-Arg,T66,370,0
T73,Argument-Arg,T67,370,0
T68,Argument-Arg,T145,372,0
T79,Argument-Arg,T157,377,0
T94,Argument-Arg,T252,380,0
T94,Post_Clause-Arg,T241,380,0
T102,Argument-Arg,T252,380,0
T69,Retrn_val-Arg,T199,383,0
T109,Retrn_val-Arg,T199,383,0
T110,And_Or_Arg,T109,383,0
T110,And_Or_Arg,T69,383,0
T111,Retrn_val-Arg,T202,383,0
T114,Argument-Arg,T177,384,0
T114,Argument-Arg,T179,384,0
T10,Argument-Arg,T119,360,0
T1,Argument-Arg,T3,386,1
T2,Retrn_val-Arg,T3,386,1
T6,And_Or_Arg,T9,387,1
T6,And_Or_Arg,T8,387,1
T7,Retrn_val-Arg,T6,387,1
T10,Post_Clause-Arg,T276,388,1
T12,Argument-Arg,T14,388,1
T16,Pre_Clause-Arg,T17,389,1
T17,Argument-Arg,T18,389,1
T17,Post_Clause-Arg,T20,389,1
T20,Argument-Arg,T23,389,1
T20,Argument-Arg,T21,389,1
T24,Post_Clause-Arg,T26,390,1
T26,Argument-Arg,T27,390,1
T27,Argument-Arg,T13,390,1
T31,Argument-Arg,T32,391,1
T31,Post_Clause-Arg,T36,391,1
T34,Argument-Arg,T35,391,1
T34,Argument-Arg,T33,391,1
T36,And_Or_Arg,T38,391,1
T36,And_Or_Arg,T34,391,1
T38,Argument-Arg,T39,391,1
T38,Argument-Arg,T37,391,1
T40,Pre_Clause-Arg,T41,392,1
T41,Post_Clause-Arg,T42,392,1
T42,Retrn_val-Arg,T28,392,1
T43,Argument-Arg,T44,392,1
T43,Argument-Arg,T28,392,1
T45,Argument-Arg,T46,393,1
T45,Post_Clause-Arg,T47,393,1
T47,Argument-Arg,T48,393,1
T47,Argument-Arg,T49,393,1
T51,Pre_Clause-Arg,T52,395,1
T52,Argument-Arg,T53,395,1
T54,Argument-Arg,T52,395,1
T54,Argument-Arg,T95,395,1
T54,Post_Clause-Arg,T59,395,1
T57,Retrn_val-Arg,T58,395,1
T59,And_Or_Arg,T57,395,1
T59,And_Or_Arg,T61,395,1
T59,And_Or_Arg,T64,395,1
T61,Argument-Arg,T62,395,1
T64,Argument-Arg,T65,395,1
T64,Argument-Arg,T66,395,1
T68,else_Clause-Arg,T69,396,1
T69,And_Or_Arg,T71,396,1
T69,And_Or_Arg,T74,396,1
T69,Post_Clause-Arg,T75,396,1
T70,Argument-Arg,T60,396,1
T71,Argument-Arg,T60,396,1
T74,Argument-Arg,T257,396,1
T75,Argument-Arg,T76,396,1
T75,Argument-Arg,T77,396,1
T79,Argument-Arg,T80,397,1
T82,Argument-Arg,T83,398,1
T85,And_Or_Arg,T86,399,1
T85,And_Or_Arg,T88,399,1
T86,Argument-Arg,T256,399,1
T88,Argument-Arg,T255,399,1
T91,Pre_Clause-Arg,T97,400,1
T92,Argument-Arg,T93,400,1
T95,Argument-Arg,T55,395,1
T96,Argument-Arg,T94,400,1
T97,Post_Clause-Arg,T99,400,1
T97,Argument-Arg,T92,400,1
T97,Argument-Arg,T96,400,1
T99,Retrn_val-Arg,T100,400,1
T99,Post_Clause-Arg,T101,400,1
T101,And_Or_Arg,T104,400,1
T101,And_Or_Arg,T102,400,1
T102,Argument-Arg,T103,400,1
T104,Argument-Arg,T105,400,1
T104,Argument-Arg,T106,400,1
T108,Pre_Clause-Arg,T109,401,1
T109,Argument-Arg,T110,401,1
T109,Post_Clause-Arg,T111,401,1
T111,And_Or_Arg,T112,401,1
T111,And_Or_Arg,T114,401,1
T112,Argument-Arg,T113,401,1
T114,Retrn_val-Arg,T115,401,1
T117,Argument-Arg,T118,402,1
T119,And_Or_Arg,T120,402,1
T119,And_Or_Arg,T117,402,1
T119,Post_Clause-Arg,T124,402,1
T120,Argument-Arg,T122,402,1
T120,Argument-Arg,T121,402,1
T123,Retrn_val-Arg,T125,402,1
T124,And_Or_Arg,T123,402,1
T124,And_Or_Arg,T129,402,1
T124,And_Or_Arg,T127,402,1
T127,Argument-Arg,T128,402,1
T129,Argument-Arg,T130,402,1
T129,Argument-Arg,T131,402,1
T137,Pre_Clause-Arg,T141,417,1
T139,Argument-Arg,T138,417,1
T139,Argument-Arg,T140,417,1
T141,And_Or_Arg,T142,417,1
T141,And_Or_Arg,T139,417,1
T141,Post_Clause-Arg,T146,417,1
T142,Argument-Arg,T143,417,1
T142,Argument-Arg,T140,417,1
T146,Post_Clause-Arg,T149,417,1
T146,Argument-Arg,T145,417,1
T146,Argument-Arg,T147,417,1
T149,Argument-Arg,T150,417,1
T149,Post_Clause-Arg,T151,417,1
T151,Argument-Arg,T153,417,1
T152,Argument-Arg,T153,417,1
T154,Argument-Arg,T72,409,1
T159,Retrn_val-Arg,T160,410,1
T161,Pre_Clause-Arg,T163,416,1
T163,Argument-Arg,T164,416,1
T163,Post_Clause-Arg,T169,416,1
T170,Argument-Arg,T164,416,1
T171,Pre_Clause-Arg,T176,415,1
T173,Argument-Arg,T174,415,1
T173,Post_Clause-Arg,T181,415,1
T176,Argument-Arg,T177,415,1
T176,Argument-Arg,T175,415,1
T176,Post_Clause-Arg,T178,415,1
T179,And_Or_Arg,T178,415,1
T179,And_Or_Arg,T176,415,1
T179,Post_Clause-Arg,T173,415,1
T181,Argument-Arg,T182,415,1
T182,Argument-Arg,T183,415,1
T185,Argument-Arg,T186,414,1
T185,Argument-Arg,T184,414,1
T194,Retrn_val-Arg,T195,408,1
T214,Argument-Arg,T216,413,1
T215,Argument-Arg,T216,413,1
T218,Post_Clause-Arg,T222,412,1
T218,Argument-Arg,T220,412,1
T219,Argument-Arg,T220,412,1
T222,Argument-Arg,T223,412,1
T225,Argument-Arg,T227,411,1
T228,And_Or_Arg,T229,411,1
T228,And_Or_Arg,T225,411,1
T229,Argument-Arg,T231,411,1
T229,Argument-Arg,T232,411,1
T234,Argument-Arg,T63,407,1
T235,Argument-Arg,T63,407,1
T237,Pre_Clause-Arg,T238,406,1
T238,Argument-Arg,T239,406,1
T238,Post_Clause-Arg,T240,406,1
T240,And_Or_Arg,T241,406,1
T240,And_Or_Arg,T244,406,1
T241,Argument-Arg,T242,406,1
T241,Argument-Arg,T243,406,1
T244,Argument-Arg,T246,406,1
T247,else_Clause-Arg,T249,405,1
T249,Argument-Arg,T251,405,1
T250,Argument-Arg,T251,405,1
T252,Pre_Clause-Arg,T259,404,1
T253,Argument-Arg,T258,404,1
T254,Argument-Arg,T258,404,1
T89,Argument-Arg,T255,399,1
T87,Argument-Arg,T256,399,1
T73,Argument-Arg,T257,396,1
T259,Post_Clause-Arg,T263,404,1
T259,Argument-Arg,T253,404,1
T259,Argument-Arg,T260,404,1
T260,Argument-Arg,T261,404,1
T263,Argument-Arg,T264,404,1
T263,Post_Clause-Arg,T265,404,1
T265,Argument-Arg,T267,404,1
T268,And_Or_Arg,T269,403,1
T268,And_Or_Arg,T275,403,1
T269,Argument-Arg,T271,403,1
T270,Argument-Arg,T271,403,1
T273,Argument-Arg,T272,403,1
T275,Argument-Arg,T272,403,1
T276,Argument-Arg,T12,388,1
T29,Argument-Arg,T30,394,1
T277,Argument-Arg,T278,394,1
T279,And_Or_Arg,T277,394,1
T279,And_Or_Arg,T29,394,1
T281,Post_Clause-Arg,T283,394,1
T281,Argument-Arg,T30,394,1
T281,Argument-Arg,T278,394,1
T283,Argument-Arg,T282,394,1
T283,Argument-Arg,T284,394,1
T72,And_Or_Arg,T155,409,1
T72,And_Or_Arg,T156,409,1
T155,Argument-Arg,T236,409,1
T156,Argument-Arg,T236,409,1
T169,Argument-Arg,T164,416,1
T169,Retrn_val-Arg,T166,416,1
T3,Argument-Arg,T4,418,3
T7,Argument-Arg,T9,419,3
T7,Argument-Arg,T10,419,3
T7,Retrn_val-Arg,T12,419,3
T14,Retrn_val-Arg,T15,422,3
T15,Argument-Arg,T16,422,3
T17,Argument-Arg,T18,420,3
T17,Argument-Arg,T19,420,3
T22,Argument-Arg,T23,421,3
T22,Argument-Arg,T24,421,3
T24,And_Or_Arg,T27,421,3
T24,And_Or_Arg,T26,421,3
T27,Retrn_val-Arg,T21,421,3
T28,Pre_Clause-Arg,T32,423,3
T29,Retrn_val-Arg,T30,423,3
T32,Argument-Arg,T31,423,3
T32,Argument-Arg,T30,423,3
T32,Post_Clause-Arg,T34,423,3
T34,Retrn_val-Arg,T33,423,3
T36,Pre_Clause-Arg,T38,424,3
T38,Post_Clause-Arg,T41,424,3
T38,Argument-Arg,T37,424,3
T38,Argument-Arg,T39,424,3
T41,Retrn_val-Arg,T40,424,3
T44,Argument-Arg,T43,425,3
T44,Argument-Arg,T42,425,3
T46,Retrn_val-Arg,T43,425,3
T46,Argument-Arg,T48,425,3
T47,Argument-Arg,T42,425,3
T47,Argument-Arg,T48,425,3
T50,Pre_Clause-Arg,T52,438,3
T52,Post_Clause-Arg,T53,438,3
T52,Retrn_val-Arg,T51,438,3
T53,Argument-Arg,T55,438,3
T57,Argument-Arg,T58,439,3
T57,Argument-Arg,T56,439,3
T58,Argument-Arg,T60,439,3
T61,Pre_Clause-Arg,T62,435,3
T62,Post_Clause-Arg,T67,435,3
T62,Argument-Arg,T65,435,3
T67,Retrn_val-Arg,T68,435,3
T71,Retrn_val-Arg,T70,436,3
T72,Argument-Arg,T70,436,3
T72,Argument-Arg,T73,436,3
T74,Pre_Clause-Arg,T76,437,3
T76,Argument-Arg,T77,437,3
T76,Post_Clause-Arg,T63,437,3
T77,Argument-Arg,T78,437,3
T82,Argument-Arg,T63,437,3
T85,Pre_Clause-Arg,T87,432,3
T87,Post_Clause-Arg,T91,432,3
T87,Argument-Arg,T86,432,3
T87,Argument-Arg,T90,432,3
T90,And_Or_Arg,T88,432,3
T90,And_Or_Arg,T5,432,3
T91,Argument-Arg,T92,432,3
T92,Argument-Arg,T93,432,3
T95,Argument-Arg,T94,430,3
T95,Argument-Arg,T96,430,3
T97,Pre_Clause-Arg,T100,431,3
T100,Argument-Arg,T104,431,3
T100,Argument-Arg,T2,431,3
T102,Argument-Arg,T103,431,3
T104,Argument-Arg,T102,431,3
T108,And_Or_Arg,T109,433,3
T108,And_Or_Arg,T111,433,3
T108,Post_Clause-Arg,T112,433,3
T109,Argument-Arg,T110,433,3
T111,Argument-Arg,T110,433,3
T106,Pre_Clause-Arg,T108,433,3
T112,Argument-Arg,T113,433,3
T113,Argument-Arg,T114,433,3
T113,Argument-Arg,T115,433,3
T116,Pre_Clause-Arg,T117,434,3
T117,Argument-Arg,T118,434,3
T117,Post_Clause-Arg,T122,434,3
T121,Argument-Arg,T119,434,3
T122,Argument-Arg,T123,434,3
T122,Argument-Arg,T11,434,3
T123,Argument-Arg,T121,434,3
T125,Pre_Clause-Arg,T126,426,3
T126,Post_Clause-Arg,T131,426,3
T126,Argument-Arg,T127,426,3
T129,Argument-Arg,T130,426,3
T131,And_Or_Arg,T129,426,3
T131,And_Or_Arg,T132,426,3
T132,Pre_Clause-Arg,T135,426,3
T133,Retrn_val-Arg,T134,426,3
T135,Argument-Arg,T133,426,3
T135,Post_Clause-Arg,T139,426,3
T139,Retrn_val-Arg,T140,426,3
T143,Argument-Arg,T144,429,3
T143,Retrn_val-Arg,T142,429,3
T143,Retrn_val-Arg,T145,429,3
T141,Argument-Arg,T143,429,3
T141,Argument-Arg,T146,429,3
T148,Argument-Arg,T149,427,3
T148,Argument-Arg,T147,427,3
T149,Argument-Arg,T150,427,3
T153,Argument-Arg,T154,428,3
T153,Argument-Arg,T152,428,3
T155,Argument-Arg,T156,440,3
T157,Post_Clause-Arg,T155,440,3
T157,Argument-Arg,T158,440,3
T157,Argument-Arg,T159,440,3
T160,Pre_Clause-Arg,T162,442,3
T162,Argument-Arg,T163,442,3
T162,Argument-Arg,T164,442,3
T162,Post_Clause-Arg,T165,442,3
T165,Argument-Arg,T170,442,3
T166,Argument-Arg,T168,442,3
T166,Argument-Arg,T167,442,3
T168,Argument-Arg,T169,442,3
T170,Argument-Arg,T166,442,3
T175,Argument-Arg,T176,443,3
T177,Argument-Arg,T176,443,3
T172,Argument-Arg,T175,443,3
T173,Pre_Clause-Arg,T178,444,3
T178,Post_Clause-Arg,T181,444,3
T178,Retrn_val-Arg,T179,444,3
T179,Argument-Arg,T180,444,3
T181,Argument-Arg,T182,444,3
T182,Argument-Arg,T183,444,3
T185,Pre_Clause-Arg,T187,448,3
T187,Post_Clause-Arg,T191,448,3
T187,Argument-Arg,T189,448,3
T188,Argument-Arg,T189,448,3
T188,Argument-Arg,T190,448,3
T192,Pre_Clause-Arg,T193,445,3
T193,Retrn_val-Arg,T194,445,3
T193,Post_Clause-Arg,T197,445,3
T194,Argument-Arg,T195,445,3
T195,Argument-Arg,T196,445,3
T197,Argument-Arg,T198,445,3
T197,Post_Clause-Arg,T200,445,3
T198,Argument-Arg,T199,445,3
T200,Argument-Arg,T201,445,3
T201,Argument-Arg,T202,445,3
T205,Argument-Arg,T212,441,3
T205,Post_Clause-Arg,T208,441,3
T206,Argument-Arg,T209,441,3
T206,Retrn_val-Arg,T212,441,3
T207,Argument-Arg,T209,441,3
T207,Retrn_val-Arg,T212,441,3
T208,And_Or_Arg,T206,441,3
T208,And_Or_Arg,T207,441,3
T209,Argument-Arg,T211,441,3
T209,Argument-Arg,T210,441,3
T209,Post_Clause-Arg,T218,441,3
T214,Argument-Arg,T54,441,3
T218,And_Or_Arg,T226,441,3
T218,And_Or_Arg,T214,441,3
T219,Argument-Arg,T220,441,3
T221,And_Or_Arg,T222,441,3
T221,And_Or_Arg,T223,441,3
T222,Argument-Arg,T224,441,3
T223,Argument-Arg,T224,441,3
T224,Argument-Arg,T225,441,3
T226,And_Or_Arg,T221,441,3
T226,And_Or_Arg,T219,441,3
T227,Pre_Clause-Arg,T228,446,3
T228,Retrn_val-Arg,T229,446,3
T228,Argument-Arg,T230,446,3
T228,Post_Clause-Arg,T233,446,3
T229,Argument-Arg,T230,446,3
T234,And_Or_Arg,T236,446,3
T234,And_Or_Arg,T233,446,3
T236,Argument-Arg,T237,446,3
T237,Argument-Arg,T235,446,3
T238,Pre_Clause-Arg,T239,447,3
T239,Argument-Arg,T241,447,3
T239,Retrn_val-Arg,T240,447,3
T239,Post_Clause-Arg,T245,447,3
T240,Argument-Arg,T241,447,3
T245,Argument-Arg,T244,447,3
T250,Retrn_val-Arg,T252,449,3
T251,Retrn_val-Arg,T252,449,3
T254,Argument-Arg,T253,449,3
T254,Post_Clause-Arg,T256,449,3
T256,Argument-Arg,T257,449,3
T256,Argument-Arg,T255,449,3
T259,And_Or_Arg,T251,449,3
T259,And_Or_Arg,T25,449,3
T1,Retrn_val-Arg,T3,418,3
T1,Argument-Arg,T6,418,3
T2,Argument-Arg,T101,431,3
T5,Argument-Arg,T86,432,3
T49,else_Clause-Arg,T72,436,3
T63,Argument-Arg,T79,437,3
T59,Argument-Arg,T64,449,3
